default,amount,grade,years,ownership,income,age,y_pred,y_proba
1172,1,25000,B,27.0,MORTGAGE,110000.0,22,1,0.8
1173,0,16500,C,0.0,RENT,71000.0,33,0,0.13
1174,0,12000,C,6.0,RENT,99996.0,28,0,0.19
1175,0,20000,B,3.0,RENT,63000.0,25,0,0.28
1176,0,5500,B,1.0,RENT,43000.0,23,0,0.14
1177,0,9000,A,15.0,MORTGAGE,65000.0,23,0,0.06
1178,0,20000,C,0.0,RENT,99996.0,24,0,0.1
1179,0,10400,B,12.0,MORTGAGE,58000.0,25,0,0.24
1180,0,4000,A,4.0,MORTGAGE,72500.0,32,0,0.0
1181,1,2475,D,22.0,RENT,72000.0,28,1,0.86
1182,0,1600,D,0.0,RENT,24000.0,28,0,0.25
1183,1,5000,C,2.0,MORTGAGE,42000.0,21,1,0.89
1184,0,12000,B,0.0,RENT,39996.0,26,0,0.06
1185,0,1800,B,2.0,RENT,19200.0,40,0,0.2
1186,1,10000,C,15.0,RENT,52000.0,23,1,0.92
1187,1,23500,A,3.0,MORTGAGE,70000.0,30,1,0.71
1188,0,10000,C,8.0,RENT,49639.62,24,0,0.33
1189,0,8000,B,3.0,RENT,60000.0,23,0,0.08
1190,0,14400,E,7.0,RENT,56400.0,21,0,0.28
1191,0,13200,A,9.0,RENT,28000.0,29,0,0.2
1192,0,12000,B,13.0,RENT,40000.0,30,0,0.24
1193,1,3500,B,3.0,RENT,45000.0,23,1,0.93
1194,0,3000,A,3.0,RENT,22800.0,22,0,0.29
1195,1,11200,C,18.0,MORTGAGE,80000.0,22,1,0.79
1196,0,3000,B,2.0,RENT,48996.0,30,0,0.15
1197,0,7200,C,6.0,RENT,50000.0,36,0,0.04
1198,1,9750,D,3.0,RENT,20800.0,31,1,0.87
1199,1,15000,C,4.0,OWN,100000.0,25,1,0.89
1200,0,5000,B,1.0,RENT,70500.0,22,0,0.09
1201,1,6000,C,4.0,RENT,72000.0,31,1,0.78
1202,0,4175,A,1.0,OWN,35000.0,26,0,0.07
1203,1,6000,B,0.0,MORTGAGE,72000.0,24,1,0.83
1204,0,24500,B,15.0,RENT,92000.0,24,0,0.07
1205,0,3500,B,0.0,RENT,34000.0,29,0,0.2
1206,1,12000,C,2.0,RENT,28000.0,23,1,0.87
1207,1,1500,C,0.0,RENT,14400.0,25,1,0.83
1208,0,12000,A,8.0,MORTGAGE,90000.0,27,0,0.07
1209,0,25000,D,2.0,RENT,95800.0,25,0,0.24
1210,0,9175,B,0.0,RENT,28500.0,34,0,0.2
1211,1,15000,C,9.0,RENT,60000.0,30,1,0.84
1212,1,15000,B,5.0,MORTGAGE,46000.0,25,1,0.81
1213,0,3200,A,0.0,MORTGAGE,75000.0,23,0,0.11
1214,1,14000,A,6.086331901181525,MORTGAGE,66000.0,22,1,0.68
1215,1,8000,A,15.0,MORTGAGE,41050.0,33,1,0.7
1216,1,9500,D,15.0,MORTGAGE,28000.0,23,1,0.92
1217,0,3000,B,1.0,RENT,93600.0,27,0,0.14
1218,1,6600,D,2.0,RENT,30000.0,29,1,0.83
1219,1,4750,A,0.0,MORTGAGE,30000.0,21,1,0.83
1220,1,9000,C,4.0,MORTGAGE,78000.0,31,1,0.86
1221,0,19200,B,6.086331901181525,RENT,82000.0,27,0,0.13
1222,0,6250,C,3.0,RENT,24000.0,25,0,0.16
1223,1,10000,E,3.0,MORTGAGE,63000.0,33,1,0.97
1224,1,6250,A,15.0,MORTGAGE,38484.0,22,1,0.74
1225,0,5000,B,4.0,RENT,21600.0,30,0,0.05
1226,1,4000,A,6.0,RENT,110000.0,28,1,0.74
1227,0,13000,A,5.0,MORTGAGE,108000.0,26,0,0.03
1228,1,5000,C,5.0,MORTGAGE,128000.0,26,1,0.79
1229,1,10000,B,5.0,MORTGAGE,50000.0,22,1,0.79
1230,0,10000,C,0.0,RENT,28000.0,29,0,0.15
1231,1,2000,D,0.0,RENT,45000.0,22,1,0.91
1232,1,7200,B,0.0,RENT,45000.0,22,1,0.81
1233,1,25000,E,1.0,MORTGAGE,80000.0,22,1,0.83
1234,0,10000,A,2.0,MORTGAGE,100000.0,25,0,0.03
1235,1,5000,C,11.0,RENT,73000.0,25,1,0.8
1236,1,8000,B,24.0,RENT,40000.0,27,1,0.87
1237,0,14400,B,18.0,MORTGAGE,180000.0,25,0,0.09
1238,0,12000,B,7.0,RENT,36000.0,24,0,0.13
1239,0,14100,B,5.0,MORTGAGE,51900.0,22,0,0.22
1240,0,14500,B,6.086331901181525,MORTGAGE,28800.0,22,0,0.17
1241,0,14000,C,6.0,RENT,85000.0,28,0,0.2
1242,1,8500,C,5.0,MORTGAGE,45000.0,25,1,0.78
1243,0,1600,B,16.0,MORTGAGE,70000.0,24,0,0.2
1244,0,10000,B,16.0,RENT,115000.0,49,0,0.18
1245,0,14400,A,11.0,MORTGAGE,100000.0,27,0,0.03
1246,1,1750,C,3.0,MORTGAGE,38400.0,21,1,0.89
1247,1,3175,C,0.0,OWN,15000.0,21,1,0.85
1248,1,8500,D,1.0,OWN,22000.0,22,1,0.89
1249,0,10000,A,2.0,RENT,39996.0,21,0,0.22
1250,0,5600,A,6.086331901181525,OWN,41100.0,24,0,0.15
1251,0,11000,A,22.0,RENT,53004.0,26,0,0.13
1252,1,10000,C,0.0,RENT,52500.0,23,1,0.65
1253,0,2400,A,2.0,MORTGAGE,51000.0,23,0,0.18
1254,1,8000,B,6.086331901181525,RENT,60780.0,23,1,0.77
1255,1,20000,C,2.0,MORTGAGE,65000.0,26,1,0.78
1256,0,25000,A,2.0,MORTGAGE,200000.0,38,0,0.06
1257,0,5000,C,2.0,OWN,38000.0,24,0,0.37
1258,1,5000,F,5.0,RENT,21000.0,21,1,0.83
1259,1,2500,A,1.0,RENT,26592.0,27,1,0.79
1260,0,5000,A,5.0,OWN,75000.0,23,0,0.04
1261,1,2375,B,6.086331901181525,RENT,9600.0,21,1,0.79
1262,0,4600,D,3.0,RENT,46500.0,23,0,0.24
1263,1,20000,E,2.0,MORTGAGE,73400.0,21,1,0.82
1264,1,21000,B,0.0,RENT,95000.0,33,1,0.89
1265,0,1750,B,2.0,MORTGAGE,78000.0,22,0,0.27
1266,1,3500,D,1.0,MORTGAGE,60000.0,37,1,0.9
1267,0,6000,A,1.0,RENT,36000.0,22,0,0.17
1268,0,10000,B,1.0,RENT,50000.0,31,1,0.5368333333333333
1269,0,6000,A,4.0,MORTGAGE,100000.0,32,0,0.01
1270,1,5000,E,3.0,RENT,22000.0,25,1,0.8
1271,0,10000,A,1.0,RENT,50000.0,26,0,0.07
1272,0,2500,B,17.0,RENT,75000.0,28,0,0.19
1273,1,10000,E,2.0,MORTGAGE,57000.0,36,1,0.91
1274,0,3000,A,0.0,OWN,26000.0,34,0,0.04
1275,0,3625,A,0.0,RENT,52000.0,25,0,0.14
1276,0,4750,C,6.0,RENT,13806.0,21,0,0.17
1277,1,6000,C,4.0,RENT,63500.0,25,1,0.71
1278,0,4000,B,8.0,MORTGAGE,57850.0,23,0,0.15
1279,0,8200,A,2.0,RENT,150000.0,22,0,0.06
1280,1,4000,C,1.0,RENT,28800.0,29,1,0.88
1281,0,19400,D,3.0,MORTGAGE,316800.0,42,0,0.18
1282,0,7000,A,3.0,RENT,50026.0,26,0,0.05
1283,0,3250,B,0.0,OWN,10000.0,29,0,0.17
1284,1,2500,B,4.0,MORTGAGE,32000.0,21,1,0.87
1285,1,15000,C,6.0,MORTGAGE,228000.0,26,1,0.75
1286,1,20000,E,4.0,MORTGAGE,88000.0,29,1,0.89
1287,0,20500,A,6.0,MORTGAGE,54500.0,36,0,0.07
1288,0,10000,B,13.0,RENT,60000.0,23,0,0.05
1289,0,12000,B,0.0,RENT,68000.0,31,0,0.06
1290,0,20000,C,5.0,RENT,140000.0,29,0,0.17
1291,0,4000,B,2.0,RENT,16800.0,22,0,0.31
1292,0,8000,D,0.0,MORTGAGE,45000.0,23,0,0.24
1293,0,4000,C,0.0,RENT,12000.0,27,0,0.22
1294,0,15000,D,6.0,RENT,95000.0,22,0,0.26
1295,0,1500,B,18.0,RENT,54000.0,23,0,0.29
1296,1,5000,A,17.0,RENT,60000.0,37,1,0.71
1297,0,9000,A,4.0,MORTGAGE,54000.0,27,0,0.08
1298,0,3000,A,2.0,RENT,76000.0,29,0,0.11
1299,0,6000,B,8.0,RENT,66500.0,42,0,0.13
1300,1,13250,C,10.0,MORTGAGE,36000.0,21,1,0.92
1301,0,25000,E,5.0,RENT,66504.0,41,0,0.29
1302,1,15000,D,4.0,MORTGAGE,64000.0,35,1,0.94
1303,0,725,A,1.0,RENT,12000.0,27,0,0.06
1304,1,24000,B,13.0,MORTGAGE,70000.0,34,1,0.81
1305,0,6400,C,4.0,MORTGAGE,67000.0,34,0,0.3
1306,0,5000,A,6.086331901181525,MORTGAGE,72000.0,33,0,0.02
1307,1,6725,B,13.0,MORTGAGE,42000.0,23,1,0.87
1308,0,10000,A,2.0,MORTGAGE,62000.0,23,0,0.05
1309,0,4000,E,2.0,RENT,88000.0,36,0,0.26
1310,0,20000,G,0.0,MORTGAGE,76800.0,27,0,0.1
1311,1,7000,E,13.0,MORTGAGE,48500.0,22,1,0.95
1312,0,10000,A,5.0,MORTGAGE,54000.0,34,0,0.01
1313,0,3000,B,6.0,RENT,45996.0,29,0,0.25
1314,0,10000,A,3.0,MORTGAGE,51000.0,26,0,0.05
1315,1,13275,C,6.086331901181525,RENT,38040.0,30,1,0.93
1316,1,3000,B,2.0,RENT,39000.0,26,1,0.81
1317,0,9600,C,7.0,RENT,60000.0,28,0,0.29
1318,0,9000,C,0.0,RENT,60000.0,23,0,0.12
1319,1,21000,E,19.0,RENT,93000.0,26,1,0.89
1320,1,5000,B,2.0,RENT,37300.0,32,1,0.78
1321,0,8000,C,2.0,RENT,60000.0,22,0,0.14
1322,1,14000,D,4.0,RENT,45000.0,25,1,0.92
1323,0,10000,E,6.0,RENT,95000.0,25,0,0.19
1324,0,6800,C,6.0,MORTGAGE,97000.0,24,0,0.39
1325,0,5000,D,11.0,RENT,33280.0,26,0,0.17
1326,0,3500,C,9.0,OWN,32000.0,23,0,0.16
1327,1,4950,B,17.0,MORTGAGE,19200.0,22,1,0.88
1328,1,1550,A,6.086331901181525,MORTGAGE,26400.0,22,1,0.93
1329,0,3000,B,4.0,RENT,48000.0,26,0,0.22
1330,0,5000,A,2.0,RENT,21000.0,21,0,0.24
1331,0,12000,A,12.0,RENT,275000.0,39,0,0.05
1332,1,1275,B,0.0,MORTGAGE,65964.0,24,1,0.87
1333,0,3250,C,10.0,MORTGAGE,95000.0,37,0,0.17
1334,0,8250,B,4.0,RENT,33000.0,21,0,0.14
1335,1,5600,B,3.0,RENT,30000.0,23,1,0.86
1336,0,8875,D,1.0,RENT,32400.0,42,0,0.22
1337,0,5000,B,17.0,MORTGAGE,109500.0,26,0,0.04
1338,0,8000,A,9.0,MORTGAGE,69912.0,26,0,0.03
1339,1,25000,C,9.0,RENT,54000.0,29,1,0.86
1340,1,14000,C,5.0,RENT,65000.0,38,1,0.81
1341,0,12000,B,22.0,RENT,55000.0,25,0,0.02
1342,1,21000,B,38.0,MORTGAGE,175000.0,27,1,0.72
1343,0,14975,A,6.086331901181525,MORTGAGE,125000.0,41,0,0.03
1344,0,12800,D,13.0,RENT,103000.0,25,0,0.21
1345,0,3500,A,3.0,OWN,51000.0,27,0,0.05
1346,1,10000,E,4.0,RENT,60000.0,23,1,0.9
1347,0,1500,C,4.0,MORTGAGE,58000.0,27,0,0.28
1348,1,1500,B,11.0,MORTGAGE,63000.0,36,1,0.94
1349,1,21600,B,10.0,RENT,90000.0,22,1,0.75
1350,1,9600,B,2.0,RENT,68000.0,27,1,0.7
1351,1,16000,C,15.0,MORTGAGE,82500.0,23,1,0.79
1352,0,16000,A,3.0,MORTGAGE,480000.0,41,0,0.02
1353,0,7500,B,3.0,RENT,125000.0,25,0,0.04
1354,1,2000,B,0.0,RENT,21600.0,21,1,0.76
1355,0,7525,A,1.0,RENT,85000.0,27,0,0.06
1356,1,4800,C,7.0,RENT,63000.0,34,1,0.86
1357,1,5000,C,3.0,RENT,48000.0,26,1,0.88
1358,1,18200,B,8.0,MORTGAGE,55000.0,25,1,0.74
1359,0,11050,A,4.0,MORTGAGE,58000.0,22,0,0.05
1360,0,2000,D,1.0,RENT,48000.0,24,0,0.26
1361,1,4000,D,6.086331901181525,OWN,17640.0,35,1,0.94
1362,0,9000,B,5.0,MORTGAGE,80000.0,28,0,0.07
1363,0,11000,B,2.0,OWN,126996.0,23,0,0.15
1364,0,18000,B,3.0,MORTGAGE,350000.0,43,0,0.21
1365,1,5650,B,3.0,MORTGAGE,72000.0,23,1,0.89
1366,1,6500,D,1.0,RENT,60000.0,33,1,0.91
1367,1,12000,A,8.0,MORTGAGE,40000.0,30,1,0.85
1368,1,5000,C,2.0,RENT,40000.0,24,1,0.96
1369,1,3000,C,0.0,RENT,24000.0,22,1,0.73
1370,0,19200,D,0.0,RENT,87500.0,34,0,0.21
1371,1,3000,B,2.0,MORTGAGE,49000.0,24,1,0.73
1372,1,3500,B,15.0,MORTGAGE,175000.0,30,1,0.73
1373,0,14000,C,12.0,RENT,122000.0,23,0,0.04
1374,1,6000,C,5.0,RENT,90000.0,26,1,0.85
1375,0,3000,C,0.0,RENT,65004.0,23,0,0.3
1376,0,4800,B,6.0,OWN,38272.0,22,0,0.09
1377,1,12000,C,0.0,RENT,40000.0,30,1,0.77
1378,1,9000,A,15.0,MORTGAGE,76000.0,28,1,0.85
1379,1,9750,C,6.0,MORTGAGE,82248.0,25,1,0.84
1380,0,7000,B,16.0,RENT,45000.0,36,0,0.21
1381,0,7350,B,4.0,MORTGAGE,48000.0,25,0,0.18
1382,1,25000,B,14.0,OWN,55000.0,22,1,0.96
1383,0,14000,B,0.0,RENT,70000.0,46,0,0.1
1384,0,8000,B,16.0,MORTGAGE,68000.0,25,0,0.2
1385,1,2500,A,3.0,RENT,36000.0,21,1,0.83
1386,0,3000,E,8.0,RENT,95424.0,28,0,0.22
1387,1,15000,B,8.0,MORTGAGE,75000.0,22,1,0.89
1388,0,9500,C,1.0,RENT,52500.0,24,0,0.16
1389,0,8000,D,1.0,RENT,50000.0,25,0,0.24
1390,0,15000,A,3.0,MORTGAGE,136625.0,34,0,0.04
1391,1,25000,F,23.0,MORTGAGE,80000.0,36,1,0.94
1392,1,6000,C,7.0,RENT,36000.0,22,1,0.94
1393,0,20000,B,13.0,MORTGAGE,172000.0,30,0,0.16
1394,0,4000,D,8.0,MORTGAGE,33996.0,24,0,0.09
1395,1,15000,C,2.0,MORTGAGE,48000.0,51,1,0.89
1396,0,12000,C,1.0,MORTGAGE,80000.0,23,0,0.26
1397,0,5600,C,4.0,MORTGAGE,93000.0,26,0,0.24
1398,1,24000,E,10.0,MORTGAGE,97584.0,25,1,0.89
1399,1,13000,D,2.0,RENT,24000.0,21,1,0.96
1400,0,10000,E,1.0,RENT,87996.0,24,0,0.19
1401,1,3000,B,13.0,MORTGAGE,86004.0,25,1,0.76
1402,0,20000,B,10.0,MORTGAGE,71000.0,24,0,0.11
1403,1,25000,E,0.0,RENT,87000.0,24,1,0.82
1404,1,12000,D,6.086331901181525,RENT,60000.0,25,1,0.93
1405,1,7425,B,11.0,OWN,71884.0,56,1,0.8
1406,0,8000,A,9.0,RENT,42000.0,27,0,0.21
1407,0,6000,A,15.0,OWN,26000.0,21,0,0.19
1408,0,16000,B,0.0,RENT,175000.0,35,0,0.15
1409,0,3500,A,16.0,OWN,66000.0,33,0,0.03
1410,0,7500,A,1.0,RENT,55000.0,21,0,0.26
1411,1,15000,D,0.0,MORTGAGE,50000.0,24,1,0.93
1412,0,25000,A,4.0,MORTGAGE,118000.0,26,0,0.17
1413,1,19800,C,1.0,MORTGAGE,107000.0,23,1,0.75
1414,0,4000,D,6.0,RENT,30000.0,25,0,0.12
1415,1,3000,A,2.0,RENT,30000.0,23,1,0.76
1416,1,6800,B,3.0,RENT,52852.0,23,1,0.86
1417,0,12000,C,0.0,RENT,64000.0,23,0,0.1
1418,0,9600,D,10.0,MORTGAGE,67350.0,22,0,0.3
1419,0,5000,B,2.0,RENT,31100.0,29,0,0.21
1420,0,15000,B,2.0,MORTGAGE,51000.0,32,0,0.21
1421,1,3200,B,15.0,RENT,40000.0,35,1,0.8
1422,0,4375,B,6.086331901181525,RENT,16800.0,24,0,0.14
1423,0,3000,F,6.0,RENT,23004.0,27,0,0.16
1424,0,9000,B,5.0,MORTGAGE,62000.0,22,0,0.19
1425,0,1900,A,17.0,RENT,45000.0,30,0,0.09
1426,1,1000,A,0.0,MORTGAGE,36000.0,23,1,0.81
1427,1,16000,D,5.0,MORTGAGE,64000.0,49,1,0.9
1428,1,8500,D,2.0,RENT,31800.0,28,1,0.75
1429,0,5000,A,2.0,RENT,61000.0,22,0,0.09
1430,0,4000,B,1.0,RENT,44000.0,24,0,0.26
1431,0,9300,A,11.0,MORTGAGE,96900.0,24,0,0.01
1432,0,10000,A,5.0,MORTGAGE,56000.0,32,0,0.02
1433,1,6000,D,16.0,RENT,36000.0,25,1,0.88
1434,1,12000,B,5.0,RENT,69600.0,29,1,0.77
1435,0,4400,A,2.0,MORTGAGE,71000.0,26,0,0.03
1436,1,5000,C,14.0,RENT,60000.0,23,1,0.81
1437,0,15000,B,5.0,RENT,64000.0,34,0,0.05
1438,1,20050,B,15.0,RENT,26000.0,26,1,0.86
1439,1,19200,C,5.0,MORTGAGE,102000.0,24,1,0.82
1440,0,16000,D,3.0,RENT,50000.0,25,0,0.3
1441,0,8000,B,5.0,RENT,50000.0,37,0,0.02
1442,1,9800,C,6.086331901181525,RENT,25000.0,32,1,0.92
1443,1,2500,C,4.0,MORTGAGE,104085.0,25,1,0.86
1444,1,20000,B,8.0,RENT,75000.0,22,1,0.79
1445,0,1500,B,0.0,RENT,12000.0,33,0,0.36
1446,0,15000,B,5.0,RENT,65000.0,29,0,0.04
1447,0,2000,A,1.0,RENT,37315.0,25,0,0.14
1448,0,13750,B,0.0,RENT,42000.0,29,0,0.07
1449,1,5000,C,9.0,RENT,36000.0,23,1,0.92
1450,1,18000,C,7.0,MORTGAGE,47682.0,26,1,0.86
1451,1,21600,C,4.0,MORTGAGE,96000.0,22,1,0.84
1452,1,3500,B,6.086331901181525,RENT,27600.0,25,1,0.805
1453,0,6000,C,10.0,OTHER,82656.0,31,0,0.06
1454,1,8000,D,9.0,MORTGAGE,70000.0,26,1,0.72
1455,1,13000,C,1.0,RENT,51996.0,24,1,0.85
1456,1,24000,D,6.0,RENT,80700.0,23,1,0.89
1457,1,10000,C,2.0,RENT,83976.0,27,1,0.69
1458,0,8000,C,0.0,RENT,36000.0,28,0,0.29
1459,1,3100,A,5.0,MORTGAGE,32000.0,29,1,0.83
1460,1,6500,F,9.0,MORTGAGE,213000.0,25,1,0.96
1461,0,14000,D,8.0,RENT,80000.0,28,0,0.13
1462,0,11200,C,7.0,MORTGAGE,66000.0,24,0,0.3
1463,0,6000,D,2.0,RENT,39000.0,22,0,0.08
1464,0,5000,B,2.0,MORTGAGE,40000.0,28,0,0.29
1465,0,7000,D,2.0,RENT,60000.0,22,0,0.22
1466,1,7500,C,2.0,RENT,40000.0,22,1,0.86
1467,1,6000,B,2.0,RENT,31200.0,29,1,0.87
1468,0,3000,C,2.0,RENT,14400.0,21,0,0.19
1469,0,1200,C,2.0,OWN,50000.0,33,0,0.17
1470,0,6000,C,2.0,RENT,24000.0,35,0,0.07
1471,0,3800,B,5.0,MORTGAGE,45000.0,25,0,0.16
1472,0,4200,B,3.0,OWN,50000.0,29,0,0.15
1473,1,10000,E,12.0,RENT,48000.0,22,1,0.9
1474,0,25000,D,3.0,MORTGAGE,80000.0,23,0,0.28
1475,0,1000,D,2.0,MORTGAGE,31200.0,21,0,0.22
1476,0,5500,C,0.0,RENT,24000.0,23,0,0.27
1477,0,14400,C,0.0,RENT,76000.0,22,0,0.23
1478,1,21000,E,0.0,RENT,150000.0,34,1,0.77
1479,0,5200,A,10.0,MORTGAGE,61200.0,25,0,0.15
1480,0,8000,A,12.0,MORTGAGE,107364.0,28,0,0.02
1481,1,8500,E,0.0,OWN,26000.0,26,1,0.78
1482,0,10000,A,1.0,MORTGAGE,83000.0,32,0,0.0
1483,0,6000,E,1.0,RENT,25000.0,25,0,0.13
1484,1,10000,B,2.0,MORTGAGE,157656.0,28,1,0.72
1485,1,8000,D,9.0,MORTGAGE,62000.0,23,1,0.91
1486,0,10000,A,8.0,OWN,33600.0,21,0,0.11
1487,0,12500,B,4.0,RENT,60000.0,23,0,0.08
1488,0,4000,B,5.0,MORTGAGE,52800.0,22,0,0.13
1489,0,9200,E,5.0,RENT,50000.0,23,0,0.26
1490,0,6000,A,11.0,MORTGAGE,81000.0,28,0,0.07
1491,0,8500,B,3.0,RENT,65000.0,23,0,0.0
1492,0,2500,A,0.0,RENT,24960.0,22,0,0.18
1493,1,8000,B,1.0,MORTGAGE,80000.0,27,1,0.82
1494,0,10000,A,9.0,RENT,27996.0,23,0,0.13
1495,0,2500,B,3.0,RENT,36000.0,36,0,0.17
1496,1,12250,C,2.0,RENT,35000.0,21,1,0.88
1497,1,15000,A,9.0,MORTGAGE,31000.0,26,1,0.7
1498,0,8500,B,19.0,MORTGAGE,49000.0,27,0,0.13
1499,0,17000,A,5.0,MORTGAGE,90000.0,31,0,0.07
1500,1,10000,C,5.0,RENT,132600.0,31,1,0.82
1501,0,3250,D,3.0,RENT,25000.0,24,0,0.15
1502,1,5500,C,13.0,RENT,56000.0,27,1,0.97
1503,0,2500,B,4.0,RENT,10800.0,21,0,0.29
1504,0,10000,C,1.0,RENT,30000.0,22,0,0.35
1505,1,6000,C,15.0,RENT,38000.0,25,1,0.95
1506,1,5500,A,6.086331901181525,MORTGAGE,45000.0,22,1,0.89
1507,0,15000,C,3.0,RENT,41000.0,22,0,0.28
1508,0,1750,B,11.0,MORTGAGE,10800.0,24,0,0.21
1509,0,15000,B,7.0,MORTGAGE,36000.0,30,0,0.19
1510,1,4000,C,4.0,RENT,45600.0,28,1,0.75
1511,0,3600,C,15.0,RENT,74400.0,33,0,0.27
1512,0,9500,D,6.086331901181525,RENT,21900.0,31,0,0.35
1513,0,22500,D,2.0,RENT,52500.0,28,0,0.21
1514,0,6400,B,10.0,MORTGAGE,62000.0,23,0,0.15
1515,1,6800,A,0.0,RENT,54000.0,23,1,0.78
1516,1,12000,B,12.0,MORTGAGE,60000.0,25,1,0.77
1517,0,1500,A,5.0,MORTGAGE,77000.0,30,0,0.09
1518,0,10000,C,0.0,RENT,62400.0,23,0,0.15
1519,1,8000,B,5.0,RENT,46000.0,24,1,0.69
1520,1,4000,C,5.0,MORTGAGE,42000.0,24,1,0.87
1521,1,3250,C,4.0,RENT,20000.0,27,1,0.9
1522,0,4000,A,0.0,RENT,36000.0,24,0,0.13
1523,1,5000,C,6.0,RENT,80000.0,24,1,0.84
1524,1,6000,A,6.0,MORTGAGE,70000.0,22,1,0.7
1525,1,8000,C,0.0,RENT,42000.0,27,1,0.97
1526,0,6000,B,6.0,RENT,37500.0,22,0,0.14
1527,1,14500,C,6.086331901181525,RENT,88113.63,28,1,0.63
1528,1,2800,C,6.086331901181525,OWN,17760.0,38,1,0.96
1529,0,16000,A,13.0,MORTGAGE,144000.0,29,0,0.03
1530,0,7500,B,1.0,MORTGAGE,50000.0,32,0,0.13
1531,0,5000,B,7.0,RENT,68000.0,22,0,0.04
1532,1,5000,C,2.0,MORTGAGE,55000.0,22,1,0.87
1533,0,2700,A,6.086331901181525,RENT,15000.0,30,0,0.22
1534,1,9600,E,3.0,OTHER,40000.0,21,1,0.92
1535,0,12000,C,0.0,RENT,50000.0,33,0,0.14
1536,0,6125,A,0.0,RENT,75400.0,52,0,0.07
1537,0,18000,C,1.0,MORTGAGE,96300.0,30,0,0.15
1538,0,4800,A,5.0,RENT,47664.0,21,0,0.21
1539,0,5000,A,2.0,OWN,40000.0,36,0,0.04
1540,1,6000,A,6.0,OWN,30000.0,22,1,0.7
1541,0,5500,A,1.0,RENT,42312.0,30,0,0.03
1542,1,4500,C,4.0,MORTGAGE,75000.0,25,1,0.79
1543,0,6000,A,7.0,RENT,47000.0,24,0,0.06
1544,0,7500,B,4.0,RENT,48659.0,25,0,0.11
1545,0,6000,B,4.0,RENT,36628.8,22,0,0.21
1546,1,5000,B,6.0,MORTGAGE,51000.0,23,1,0.83
1547,0,2500,A,6.0,MORTGAGE,81000.0,28,0,0.03
1548,1,9250,A,1.0,RENT,24000.0,22,1,0.93
1549,1,3550,B,6.086331901181525,RENT,10200.0,40,1,0.65
1550,1,7500,A,2.0,RENT,60000.0,36,1,0.68
1551,0,7500,D,13.0,RENT,51000.0,28,0,0.23
1552,1,15000,A,12.0,MORTGAGE,60000.0,31,1,0.69
1553,0,8500,C,2.0,MORTGAGE,125000.0,29,0,0.12
1554,0,8000,B,4.0,RENT,70000.0,31,0,0.14
1555,1,12000,A,43.0,MORTGAGE,35000.0,22,1,0.75
1556,1,11200,A,4.0,MORTGAGE,50400.0,23,1,0.79
1557,0,10000,A,5.0,RENT,45000.0,30,0,0.09
1558,1,11500,B,3.0,MORTGAGE,55000.0,32,1,0.79
1559,0,8000,B,5.0,MORTGAGE,51000.0,24,0,0.06
1560,0,5800,A,4.0,MORTGAGE,45000.0,25,0,0.04
1561,0,1600,B,0.0,RENT,15360.0,21,0,0.09
1562,0,10000,A,4.0,MORTGAGE,95004.0,23,0,0.03
1563,1,12000,A,15.0,MORTGAGE,125000.0,26,1,0.56
1564,1,21500,D,5.0,RENT,65000.0,24,1,0.87
1565,0,8000,B,3.0,OWN,175000.0,24,0,0.08
1566,0,10750,A,4.0,RENT,28800.0,29,0,0.17
1567,0,23450,B,1.0,MORTGAGE,166000.0,22,0,0.15
1568,0,15000,B,4.0,MORTGAGE,53808.0,47,0,0.18
1569,1,5000,C,5.0,MORTGAGE,61400.0,21,1,0.87
1570,1,15000,C,5.0,MORTGAGE,67200.0,32,1,0.79
1571,0,9000,A,2.0,RENT,20000.0,21,0,0.28
1572,0,15000,C,20.0,MORTGAGE,125000.0,26,0,0.08
1573,0,13000,B,28.0,MORTGAGE,74004.0,29,0,0.17
1574,1,2500,D,3.0,RENT,39000.0,35,1,0.88
1575,0,9000,A,11.0,OWN,57000.0,24,0,0.12
1576,0,1200,A,6.086331901181525,MORTGAGE,25200.0,23,0,0.24
1577,1,4000,B,17.0,RENT,18000.0,22,1,0.88
1578,0,4000,D,6.0,RENT,39996.0,39,0,0.3
1579,0,4000,C,0.0,RENT,39996.0,29,0,0.23
1580,1,5000,B,6.0,RENT,30000.0,24,1,0.8525
1581,0,15000,A,6.086331901181525,RENT,31200.0,21,0,0.07
1582,0,15000,B,2.0,MORTGAGE,75744.0,24,0,0.22
1583,0,24250,A,0.0,MORTGAGE,130000.0,40,0,0.02
1584,0,6000,B,6.086331901181525,MORTGAGE,65000.0,26,0,0.05
1585,0,10800,B,2.0,RENT,56004.0,47,0,0.17
1586,1,5000,B,5.0,RENT,96000.0,28,1,0.76
1587,0,6000,B,5.0,MORTGAGE,115000.0,26,0,0.18
1588,0,8600,A,2.0,RENT,30000.0,27,0,0.14
1589,0,25000,B,2.0,MORTGAGE,77000.0,30,0,0.24
1590,1,8000,D,1.0,OWN,38400.0,33,1,0.9
1591,0,1500,E,0.0,RENT,18000.0,22,0,0.32
1592,0,4000,C,5.0,RENT,70000.0,26,0,0.11
1593,0,8000,E,1.0,MORTGAGE,40000.0,22,0,0.27
1594,1,17000,B,11.0,MORTGAGE,30000.0,24,1,0.68
1595,0,10000,B,9.0,MORTGAGE,75000.0,29,0,0.06
1596,0,8000,B,21.0,RENT,54000.0,23,0,0.18
