default,amount,grade,years,ownership,income,age
1,25000,D,3,RENT,90000,39
0,11300,B,7,MORTGAGE,36000,23
0,7200,A,32,MORTGAGE,29000,26
0,7000,D,6,MORTGAGE,37000,25
1,8000,C,7,MORTGAGE,99220,24
0,2500,C,6,MORTGAGE,55000,34
0,16000,B,1,RENT,75000,26
0,10000,B,10,RENT,56004,23
0,7000,A,0,RENT,97600,42
0,16725,B,5,MORTGAGE,69638.4,27
1,5000,D,5,MORTGAGE,95000,23
0,9000,A,4,MORTGAGE,81804,33
0,10000,A,9,RENT,52000,29
1,10000,C,17,MORTGAGE,60000,26
1,3000,A,,MORTGAGE,18000,47
0,10000,A,0,RENT,21120,32
0,15000,C,0,MORTGAGE,82000,28
1,3800,A,0,MORTGAGE,47000,29
0,8500,A,4,MORTGAGE,36500,33
0,15000,B,5,MORTGAGE,74000,32
0,5000,C,4,RENT,58000,23
1,1500,A,,RENT,45000,30
1,25000,D,15,RENT,72000,25
1,8000,G,0,RENT,30000,35
0,3975,B,5,MORTGAGE,35568,29
1,15250,C,6,MORTGAGE,55493,26
0,4000,A,2,MORTGAGE,51000,26
0,30000,D,3,RENT,160000,61
1,7500,D,17,MORTGAGE,145900,25
1,12000,B,3,OWN,30000,26
1,6000,B,11,MORTGAGE,45996,37
0,12000,A,4,MORTGAGE,113000,23
0,14500,C,8,RENT,90000,33
0,4500,C,6,RENT,41000,23
1,5000,B,0,RENT,16320,22
1,35000,B,6,MORTGAGE,110000,30
1,18000,D,13,OWN,60000,27
0,10000,D,16,RENT,75000,26
0,5000,A,5,RENT,27360,22
0,20000,A,11,RENT,58800,23
0,4375,A,7,MORTGAGE,17108,38
0,9000,A,3,RENT,50760,26
0,6000,B,2,MORTGAGE,60000,21
0,2500,B,5,RENT,44500,27
0,12000,A,5,MORTGAGE,80400,24
0,4000,B,5,MORTGAGE,37620,28
1,3000,B,1,RENT,18000,23
0,12000,A,7,MORTGAGE,30000,23
0,5000,B,18,MORTGAGE,70000,26
0,5500,C,5,RENT,24000,30
0,5400,A,7,MORTGAGE,75000,21
0,1200,E,9,OWN,30000,25
0,24000,A,3,MORTGAGE,153660,35
1,30000,D,6,MORTGAGE,120000,39
0,9000,A,6,RENT,56000,24
0,15000,C,6,MORTGAGE,48000,29
0,10000,C,4,RENT,70000,24
1,5000,C,34,MORTGAGE,47000,25
1,25000,F,5,MORTGAGE,75000,28
0,9000,A,7,MORTGAGE,125000,27
0,1000,A,5,RENT,45000,24
0,5500,B,1,RENT,30000,22
1,11000,C,5,OWN,100000,28
1,3600,B,0,OWN,70000,23
1,2400,C,1,RENT,21600,23
1,19400,C,3,MORTGAGE,70500,32
1,9250,D,10,RENT,38000,29
0,6000,A,6,MORTGAGE,100000,58
0,15000,C,23,RENT,45000,23
0,25000,D,0,RENT,90000,28
0,6000,A,1,MORTGAGE,54000,25
0,9000,B,8,RENT,36120,21
0,3200,B,2,RENT,12000,32
1,2000,B,5,RENT,32640,24
0,7500,C,,MORTGAGE,34400,27
0,8250,B,4,RENT,33000,21
1,10000,A,6,RENT,24000,22
0,12250,B,5,OWN,43200,28
1,4750,C,,OWN,10400,27
1,10000,B,6,RENT,68496,22
0,16000,C,16,MORTGAGE,106800,24
0,13000,B,4,MORTGAGE,87000,25
1,1000,C,0,RENT,18000,28
1,14400,A,4,MORTGAGE,59000,21
1,18300,B,5,MORTGAGE,74900,24
0,15000,B,1,RENT,100000,24
1,5000,C,0,RENT,42000,23
1,7000,B,19,MORTGAGE,73000,23
0,7500,B,0,RENT,36684,41
0,7500,A,4,RENT,34000,29
0,4000,D,2,MORTGAGE,143123,24
1,12000,B,0,MORTGAGE,35400,21
0,10000,A,6,MORTGAGE,108000,27
0,10000,D,1,RENT,36000,27
0,15000,B,4,RENT,75000,23
0,6000,A,1,RENT,50000,24
1,15250,D,3,MORTGAGE,60000,30
0,15000,C,1,RENT,47000,23
0,2200,B,11,MORTGAGE,50123,28
0,6500,B,3,MORTGAGE,95000,54
0,5750,C,3,RENT,85000,42
0,15000,A,12,MORTGAGE,85000,24
0,9000,A,2,RENT,62604,25
1,35000,E,14,RENT,270000,27
1,4200,B,5,MORTGAGE,33000,29
0,8000,A,0,RENT,90000,22
0,14400,B,18,MORTGAGE,180000,25
0,6000,B,2,MORTGAGE,60000,21
0,5000,C,4,MORTGAGE,85000,40
0,5000,D,0,RENT,21600,25
0,10000,A,5,MORTGAGE,54000,34
1,6000,C,11,MORTGAGE,66000,29
0,4250,B,7,RENT,50000,22
0,6650,B,2,RENT,56000,24
1,10000,D,2,RENT,45000,23
1,7000,C,2,RENT,38000,29
0,20000,B,1,MORTGAGE,145000,32
1,20000,B,0,RENT,240000,32
0,16000,D,19,RENT,65000,29
0,12025,B,3,MORTGAGE,80000,36
1,20000,E,4,RENT,62000,21
1,4000,D,5,MORTGAGE,30000,31
0,8000,A,24,MORTGAGE,57200,21
0,6200,A,14,MORTGAGE,65000,30
1,5000,B,4,RENT,32000,23
1,3000,C,2,RENT,36000,47
0,18500,C,2,RENT,55784,25
0,3500,C,2,MORTGAGE,125000,29
1,8800,A,16,MORTGAGE,60000,31
0,4200,C,6,RENT,30000,28
1,7000,B,12,RENT,37000,23
1,1400,A,,MORTGAGE,30108,29
1,8000,A,1,RENT,55000,22
1,5250,A,3,RENT,24000,23
0,6000,B,0,RENT,90000,30
0,18000,B,0,MORTGAGE,200000,24
1,1000,B,0,RENT,33600,54
0,14000,B,2,RENT,70000,25
1,25000,B,2,RENT,100000,25
0,9000,A,9,MORTGAGE,62000,29
0,10000,C,15,MORTGAGE,186480,28
0,6500,A,7,RENT,28000,26
1,7750,D,1,MORTGAGE,60000,45
0,9000,A,7,RENT,45000,22
1,11000,A,5,MORTGAGE,64800,24
1,2950,D,4,RENT,9600,26
1,2500,A,1,MORTGAGE,32000,25
1,15000,D,10,MORTGAGE,75000,25
0,1800,B,22,MORTGAGE,100000,35
1,5000,C,2,RENT,45000,22
0,6000,B,3,RENT,67000,27
0,15000,C,2,RENT,75000,27
0,20000,C,4,MORTGAGE,62000,29
1,1000,B,11,RENT,35000,25
0,9875,A,4,RENT,30000,22
1,8000,A,1,RENT,40000,30
1,13000,B,7,MORTGAGE,40000,23
0,12000,B,16,RENT,90000,22
1,10000,B,7,MORTGAGE,50004,35
0,25000,B,2,OWN,180000,26
1,10000,B,2,RENT,35000,27
0,10000,C,0,OWN,35000,29
0,8000,D,8,MORTGAGE,80000,23
0,13000,A,5,MORTGAGE,108000,26
0,5000,C,7,RENT,63000,23
1,7000,B,,RENT,22776,25
1,8500,D,4,RENT,36000,22
1,6250,A,7,MORTGAGE,43000,24
0,12000,B,5,MORTGAGE,85000,24
0,8000,C,22,MORTGAGE,55000,29
1,1000,C,,RENT,18408,51
0,11600,A,1,MORTGAGE,70000,40
1,2000,E,21,MORTGAGE,72000,39
0,10000,C,1,RENT,54000,24
1,4000,C,6,RENT,40000,30
0,15000,B,,OWN,45000,28
1,3000,C,0,RENT,42000,23
0,8000,C,12,RENT,41579,25
0,13600,A,0,MORTGAGE,101900,24
0,15000,D,5,RENT,59534,31
1,6500,C,9,MORTGAGE,55200,22
1,11400,B,,MORTGAGE,58800,29
0,6000,A,9,RENT,155000,30
0,8000,A,36,MORTGAGE,30000,25
1,1500,C,3,MORTGAGE,54000,36
0,20000,B,20,RENT,90000,26
0,3200,A,0,MORTGAGE,75000,23
1,2500,C,1,RENT,36000,31
0,4850,C,11,RENT,23000,22
1,3500,A,6,RENT,26400,21
1,25000,B,1,RENT,100000,25
0,12000,B,6,MORTGAGE,95004,56
1,7500,C,1,RENT,36000,35
1,25000,F,16,MORTGAGE,113000,26
0,10000,A,3,MORTGAGE,73000,24
0,12000,A,4,RENT,32000,24
0,4200,B,12,RENT,29000,26
0,7000,A,2,RENT,22884,26
0,8000,A,4,RENT,50000,23
0,7200,C,13,OWN,75000,26
0,3000,A,1,RENT,49800,22
1,7200,A,3,RENT,68000,23
1,9000,A,1,RENT,35000,29
0,6000,E,3,RENT,65100,22
1,10000,B,,MORTGAGE,70000,30
0,21000,B,4,MORTGAGE,100800,24
1,1000,B,,RENT,10500,23
0,3500,D,24,RENT,74004,26
0,35000,A,7,MORTGAGE,104000,29
1,12000,C,6,MORTGAGE,60000,22
1,4200,B,2,RENT,60000,23
0,3500,B,3,MORTGAGE,137000,26
0,2200,B,8,MORTGAGE,58788,35
0,5000,A,15,MORTGAGE,60000,26
1,10750,C,12,RENT,30067.2,21
1,13250,D,7,RENT,35000,31
0,3000,B,3,RENT,31200,22
1,18000,D,3,RENT,71000,25
1,35000,B,3,RENT,82000,65
0,13000,B,0,RENT,170000,26
1,25000,B,4,MORTGAGE,75000,26
0,14000,D,1,RENT,71700,24
0,5000,B,6,RENT,24000,29
1,4800,B,4,MORTGAGE,36000,23
1,3200,B,3,RENT,84000,23
1,12500,C,0,RENT,38000,24
0,4050,A,4,RENT,14400,24
0,2400,A,2,RENT,66000,22
0,6200,B,6,OWN,58000,31
0,12000,A,8,RENT,62000,23
1,7500,B,7,MORTGAGE,50000,25
1,2200,A,4,MORTGAGE,50000,24
0,5000,D,2,MORTGAGE,24000,23
0,1000,B,9,MORTGAGE,36000,22
1,5925,B,0,RENT,40000,25
1,7500,B,0,RENT,45000,34
0,5000,B,3,RENT,34900,24
0,2500,A,17,MORTGAGE,70000,56
0,4000,A,2,RENT,30000,24
1,6000,B,6,MORTGAGE,59000,23
0,4000,B,5,MORTGAGE,65000,23
0,10000,A,10,MORTGAGE,45992,23
0,4000,C,4,RENT,32640,25
0,6000,E,0,RENT,54000,26
0,8500,C,1,MORTGAGE,130000,30
0,5400,A,3,MORTGAGE,36000,26
1,12000,A,9,MORTGAGE,52000,24
0,9000,B,5,MORTGAGE,120000,29
0,10000,B,0,RENT,40000,28
0,7500,A,1,OWN,90000,27
0,11800,B,4,RENT,35000,22
0,5000,A,4,RENT,39000,22
1,18000,C,16,MORTGAGE,98260,27
0,10000,E,11,RENT,96000,26
0,25000,B,2,RENT,52000,22
0,2500,D,8,RENT,41500,22
0,6000,D,1,MORTGAGE,35000,24
0,5000,A,1,RENT,30000,28
1,3700,B,4,RENT,35000,31
0,8400,A,2,RENT,68000,24
1,5000,C,2,OWN,38000,23
0,6000,A,11,MORTGAGE,114000,40
0,3000,A,1,RENT,67500,26
0,25000,D,7,MORTGAGE,101000,22
1,25000,E,9,MORTGAGE,85000,24
0,5000,B,7,RENT,42000,27
1,4000,E,14,RENT,108000,32
1,1875,A,,RENT,15204,31
0,17600,A,9,MORTGAGE,108928.8,27
0,2500,A,0,OWN,42108,29
0,9500,C,33,OWN,74600,28
1,25000,E,2,RENT,108000,25
1,9000,A,8,RENT,30000,26
0,10000,A,13,MORTGAGE,100000,30
0,6000,C,5,MORTGAGE,44004,28
1,2400,B,11,MORTGAGE,72000,31
0,13200,B,2,RENT,46596,25
0,20000,C,0,RENT,99996,24
0,9800,D,12,MORTGAGE,54442,24
1,10000,C,9,MORTGAGE,47000,22
0,3000,C,0,RENT,25000,32
1,10000,A,0,MORTGAGE,135000,28
1,15000,B,11,OTHER,72000,22
0,1800,B,0,RENT,24000,24
1,12000,B,1,RENT,70000,24
1,25000,B,14,RENT,200000,32
0,14000,A,25,RENT,55000,25
0,7800,C,18,MORTGAGE,300000,26
0,8000,C,1,RENT,52800,24
1,8250,C,6,RENT,76000,25
0,1700,B,12,OWN,34800,24
1,8500,C,40,MORTGAGE,59826,26
0,4000,B,9,MORTGAGE,69000,28
0,8000,C,3,RENT,30000,26
1,13000,B,2,RENT,76000,29
1,25000,G,1,MORTGAGE,60000,29
0,10000,A,18,MORTGAGE,88500,26
1,5500,C,2,RENT,60000,37
1,20000,C,4,OWN,45000,27
0,1200,A,1,OWN,24000,31
0,6000,B,0,OWN,38000,30
1,10000,A,6,RENT,29000,22
0,17500,A,3,MORTGAGE,152000,26
1,9450,A,2,RENT,33600,24
0,4400,B,7,MORTGAGE,37000,34
0,6250,B,2,MORTGAGE,37400,36
0,10000,A,5,MORTGAGE,90000,27
0,10000,B,1,RENT,89000,31
1,5000,D,4,RENT,18600,28
0,6000,B,2,RENT,45000,23
0,2500,C,4,RENT,42000,23
0,5000,C,8,MORTGAGE,95400,26
0,8000,C,5,RENT,31416,25
0,4200,C,0,RENT,21600,23
0,7200,B,1,RENT,40000,25
1,10750,B,11,OWN,49200,26
0,10000,B,7,MORTGAGE,88560,24
1,1400,A,8,MORTGAGE,28800,24
1,5200,A,0,MORTGAGE,75000,25
0,4550,C,4,RENT,20664,23
1,5000,C,7,RENT,44000,28
0,4800,A,,RENT,89000,26
1,2300,A,0,MORTGAGE,78000,24
1,5600,D,1,RENT,30000,21
1,12000,B,2,RENT,45000,44
0,2000,C,4,OWN,9000,23
0,9600,B,2,MORTGAGE,24000,28
1,3250,A,0,RENT,6000,29
1,10000,B,2,RENT,70000,22
0,14500,A,8,MORTGAGE,70572,23
0,2500,D,9,RENT,47004,26
1,5000,B,2,MORTGAGE,70000,33
0,12000,B,21,MORTGAGE,175000,34
0,5000,B,0,RENT,38000,29
1,15000,D,14,MORTGAGE,40000,22
0,15075,A,8,MORTGAGE,62000,22
0,24000,E,0,MORTGAGE,85000,28
0,14000,B,2,RENT,70000,25
0,7000,F,2,RENT,41000,22
1,8000,C,4,RENT,60000,22
0,2200,A,0,RENT,15000,25
1,7750,D,6,RENT,35000,23
1,7000,C,3,RENT,60000,45
0,9000,A,,MORTGAGE,66766,24
0,9000,C,4,RENT,45000,28
1,6000,B,8,MORTGAGE,82000,23
0,32000,E,26,MORTGAGE,68000,35
0,4000,C,2,RENT,43000,41
1,20000,D,8,MORTGAGE,85000,25
0,16000,C,14,MORTGAGE,89000,22
1,14300,C,5,RENT,30000,32
0,2500,B,0,RENT,22000,24
1,3500,B,2,OWN,25788.36,22
0,6000,A,0,RENT,100000,25
0,2000,C,1,RENT,26496,23
1,6000,B,7,RENT,68065.44,26
0,5000,B,7,RENT,99996,28
0,4100,A,3,MORTGAGE,147000,26
0,10000,C,2,RENT,70000,28
0,14000,D,1,RENT,40000,39
1,3000,A,4,RENT,50000,23
0,24000,G,28,MORTGAGE,119450,27
0,8900,B,3,RENT,116400,31
1,6000,A,1,RENT,51000,29
0,17000,B,5,MORTGAGE,63834.24,26
0,13000,C,3,OWN,67000,24
0,5500,D,2,MORTGAGE,99670,23
1,8000,B,1,RENT,60000,25
1,35000,C,11,MORTGAGE,120000,31
1,20000,B,0,RENT,43000,45
0,4500,D,2,RENT,49200,27
0,10500,A,19,MORTGAGE,70000,42
1,12000,D,4,OWN,70000,25
0,12000,C,2,RENT,136000,26
1,5600,C,12,RENT,30000,25
1,2500,D,0,MORTGAGE,32000,23
1,15000,B,0,RENT,36021.96,22
1,7600,C,3,RENT,45000,25
0,15000,C,14,RENT,60000,23
1,20000,C,0,MORTGAGE,96000,35
0,7200,B,1,RENT,65000,29
0,7500,B,8,MORTGAGE,45000,31
0,9000,C,3,RENT,47000,27
0,8000,C,3,MORTGAGE,42252,24
1,18250,E,,MORTGAGE,48000,24
0,4750,C,2,MORTGAGE,19200,30
0,5500,B,4,RENT,60000,29
1,20000,B,10,RENT,40000,25
1,7000,B,3,RENT,62500,29
1,10000,B,3,RENT,30000,23
1,23000,A,12,MORTGAGE,98000,27
0,8325,D,3,MORTGAGE,33000,23
1,30000,D,4,MORTGAGE,125000,30
0,8000,A,5,MORTGAGE,90000,26
0,11000,A,4,OWN,45000,24
0,14000,D,9,RENT,73000,35
1,2000,C,4,RENT,50004,36
0,10000,A,11,MORTGAGE,96060,23
0,14000,A,2,OWN,40000,33
0,5000,B,5,MORTGAGE,47000,31
1,8400,C,5,MORTGAGE,94000,44
0,14625,C,5,MORTGAGE,80000,25
1,2600,A,6,MORTGAGE,63000,34
1,1200,A,4,RENT,19200,35
0,11000,A,3,RENT,56000,23
0,6000,A,6,RENT,49000,23
1,24000,E,3,RENT,68250,22
0,18000,C,0,MORTGAGE,100000,28
0,5000,B,,OWN,18000,21
1,4800,A,0,RENT,27996,33
0,7000,B,1,RENT,190000,29
0,6500,B,7,MORTGAGE,48000,22
1,11200,A,3,OTHER,25000,32
0,4500,C,24,MORTGAGE,115200,26
1,1500,C,3,OWN,48000,30
1,5550,B,5,RENT,31000,22
0,10000,B,13,RENT,56253,27
1,4725,C,0,RENT,19800,26
1,24000,E,2,MORTGAGE,150000,29
1,8000,C,5,RENT,50000,23
0,3700,A,2,RENT,75000,23
1,6825,A,0,MORTGAGE,42000,27
1,21000,B,6,RENT,78000,31
0,10000,B,,OWN,20856,24
0,12000,A,1,MORTGAGE,100000,31
1,6000,B,14,RENT,27000,25
0,15000,C,1,MORTGAGE,85000,26
1,10000,B,17,RENT,62000,26
1,8000,B,0,RENT,21340,35
0,15000,B,13,RENT,33800,21
0,12000,B,2,RENT,77000,26
0,10800,B,1,MORTGAGE,65000,23
0,2000,D,1,MORTGAGE,65707,25
1,10000,D,21,OWN,120000,36
1,8000,C,10,RENT,58000,24
1,10000,C,1,OWN,34800,28
0,7000,C,20,MORTGAGE,92000,23
1,15600,B,7,RENT,48000,36
1,7000,B,2,OWN,24000,21
1,12000,A,3,OWN,75000,29
1,6000,D,2,MORTGAGE,34000,25
0,3500,D,2,RENT,62400,25
0,7000,A,13,MORTGAGE,75000,24
0,16000,B,11,OWN,600000,37
1,11500,D,5,RENT,25200,28
0,12000,C,20,OWN,110000,30
0,17500,B,3,MORTGAGE,78948,26
0,7000,A,1,RENT,36000,24
0,17500,C,8,MORTGAGE,58000,25
0,4000,B,1,RENT,21864,29
0,6400,A,2,RENT,30000,23
0,14400,A,0,MORTGAGE,135000,28
1,2500,C,4,RENT,21996,29
0,7000,A,3,RENT,40000,24
1,5000,D,6,OWN,33000,31
0,2500,C,11,MORTGAGE,50000,25
0,6000,A,7,RENT,57006,31
1,10500,B,0,MORTGAGE,79000,27
0,6725,B,,RENT,29000,37
0,3800,A,1,RENT,55000,23
0,5000,A,9,MORTGAGE,60000,27
1,10000,C,5,RENT,40000,26
0,7000,C,2,RENT,45000,43
0,6000,A,2,RENT,54000,29
1,4000,C,2,RENT,48000,24
1,10000,A,2,RENT,80000,22
0,5800,B,3,RENT,36000,27
1,2250,D,3,MORTGAGE,27600,30
1,6000,D,1,RENT,31200,21
1,3625,B,1,RENT,24000,26
1,5000,B,2,OWN,88900,26
0,12000,A,7,MORTGAGE,100000,34
1,1700,A,,MORTGAGE,37800,34
1,13000,A,3,MORTGAGE,37000,30
1,5000,A,2,RENT,14400,23
1,9000,A,,MORTGAGE,200000,31
0,11000,C,3,MORTGAGE,75000,23
0,25000,F,10,RENT,114000,37
1,20000,C,0,RENT,54912,24
1,25000,A,5,MORTGAGE,90111,30
0,10000,A,5,RENT,100000,24
0,7200,A,3,OWN,62000,39
1,15000,F,15,RENT,67000,28
0,4500,C,0,RENT,18204,25
0,10000,A,4,MORTGAGE,50000,29
0,11000,B,2,OWN,45843.2,23
0,9000,C,0,MORTGAGE,55000,32
1,10500,A,5,RENT,40500,21
0,20000,B,3,MORTGAGE,60000,26
0,20000,B,18,MORTGAGE,80000,37
1,7500,B,9,RENT,40000,23
1,11200,C,6,RENT,63800,22
0,10000,A,3,MORTGAGE,75000,55
0,6400,A,8,MORTGAGE,100000,33
1,8400,A,1,RENT,36000,23
1,15000,D,12,MORTGAGE,73700,23
0,3000,D,2,RENT,46750,30
0,25000,B,7,MORTGAGE,80000,31
0,10000,C,11,OWN,65000,23
0,7500,B,8,MORTGAGE,85000,27
1,2400,E,15,MORTGAGE,41760,21
1,9000,D,0,RENT,60000,43
0,15000,A,5,MORTGAGE,40000,24
0,5000,B,11,RENT,100000,27
0,7000,A,0,RENT,43000,41
1,9750,D,4,RENT,21600,28
1,25000,D,15,MORTGAGE,81000,22
0,14000,A,7,MORTGAGE,98000,26
1,5000,D,2,RENT,30000,21
1,16000,D,2,RENT,95000,31
0,5000,A,4,OWN,60000,24
0,6800,C,5,MORTGAGE,60635,22
0,7500,A,1,MORTGAGE,31200,27
0,6000,D,4,RENT,38000,37
0,10000,C,2,RENT,65000,25
0,10000,A,,MORTGAGE,57600,23
0,25000,B,0,MORTGAGE,145000,29
0,30000,B,7,MORTGAGE,110000,41
0,14300,B,3,OWN,44390,23
1,2000,C,10,MORTGAGE,33000,21
1,2000,A,16,OWN,51996,35
0,7000,C,2,RENT,57996,48
1,16500,A,2,RENT,63504,25
0,6000,B,1,RENT,43000,29
1,8500,C,,RENT,27050,28
1,7000,A,0,RENT,15090,22
1,5000,A,,RENT,15000,31
0,15000,C,1,MORTGAGE,124800,28
1,9500,F,0,RENT,23040,24
1,2400,B,5,OWN,48000,23
0,1000,D,2,RENT,16000,21
1,5000,A,1,MORTGAGE,52500,23
1,8000,D,18,RENT,25000,33
1,14800,D,8,MORTGAGE,60000,29
1,3000,C,26,MORTGAGE,80000,42
1,4000,D,3,MORTGAGE,60000,23
0,2400,C,6,MORTGAGE,30000,23
1,10800,B,2,RENT,39996,26
0,15000,D,8,RENT,54996,28
1,6800,C,3,MORTGAGE,65000,24
1,6000,B,0,RENT,19200,24
0,11200,B,13,MORTGAGE,132000,26
1,14000,C,4,RENT,110000,24
0,12000,A,3,RENT,60000,23
0,12000,D,0,RENT,90000,25
1,3000,A,0,RENT,50000,26
0,12000,B,12,RENT,70000,24
0,12800,B,2,RENT,60000,23
0,3600,B,6,RENT,45000,27
1,12000,C,1,MORTGAGE,25000,26
1,6400,A,0,RENT,32000,43
0,9600,C,4,OWN,85000,23
1,4800,D,17,RENT,35000,32
0,2500,D,4,MORTGAGE,444000,41
1,12000,A,4,RENT,43000,29
0,4500,A,23,MORTGAGE,72000,28
0,3600,D,3,MORTGAGE,43000,23
0,12000,B,1,RENT,39000,23
0,3600,A,3,RENT,82300,28
1,4800,A,10,OWN,48000,22
1,20000,C,2,RENT,80000,26
0,10000,A,3,RENT,65520,26
1,5500,B,1,RENT,54000,55
0,16000,B,23,MORTGAGE,80000,22
1,7100,C,1,RENT,33000,25
1,3675,B,0,MORTGAGE,45000,28
1,18000,E,3,RENT,45000,25
0,7000,A,0,MORTGAGE,100000,23
1,13000,B,2,MORTGAGE,37000,33
0,6000,C,0,MORTGAGE,57600,30
0,9000,A,7,MORTGAGE,48800,24
1,1750,D,2,OWN,15000,25
0,12000,B,3,MORTGAGE,100000,22
1,7000,A,2,MORTGAGE,54000,23
0,12000,B,9,RENT,55200,37
0,6600,C,3,RENT,70000,23
0,7875,B,4,MORTGAGE,55680,24
1,3600,C,5,MORTGAGE,207000,29
0,5000,B,,RENT,17220,21
0,10000,C,2,RENT,130000,27
1,8500,B,0,RENT,25000,24
0,4000,C,4,RENT,36000,31
1,2250,A,8,MORTGAGE,54000,25
0,5600,C,5,RENT,34444,29
0,5600,B,0,RENT,12000,29
0,10000,B,6,MORTGAGE,86000,22
0,12000,B,3,MORTGAGE,100000,22
0,19200,D,3,RENT,55000,23
0,7200,A,9,MORTGAGE,69000,24
0,8800,B,17,MORTGAGE,125000,33
1,6500,C,16,MORTGAGE,91200,24
0,6000,A,0,MORTGAGE,116700,22
0,4200,A,7,MORTGAGE,63000,36
1,6500,A,12,MORTGAGE,64800,27
1,2800,A,3,RENT,27000,22
1,5000,B,7,RENT,47496,25
0,4950,B,,RENT,13296,25
1,8500,B,19,MORTGAGE,46500,24
1,3000,B,0,MORTGAGE,25000,22
1,3000,C,20,MORTGAGE,58000,27
1,6775,A,15,RENT,75000,25
1,11200,C,7,RENT,52800,30
0,5300,A,12,MORTGAGE,30929.6,33
0,30000,A,6,RENT,105000,29
1,6000,C,2,MORTGAGE,60000,26
1,25000,F,15,MORTGAGE,123000,28
1,1200,C,16,MORTGAGE,54996,30
1,3000,B,4,RENT,43200,51
1,20000,E,14,MORTGAGE,200000,26
0,11000,E,4,RENT,82500,28
0,4100,C,0,RENT,20000,23
1,11000,B,1,MORTGAGE,29232,24
1,12000,C,7,MORTGAGE,48996,22
1,14400,D,5,RENT,51871,24
1,16000,B,2,RENT,75000,24
0,12000,A,5,OWN,60000,40
0,18000,D,0,MORTGAGE,62000,23
0,15000,A,5,MORTGAGE,55000,33
1,14125,B,19,RENT,34800,33
0,10400,A,,RENT,20688,29
1,5000,A,3,RENT,40000,39
1,10000,B,7,RENT,45600,24
0,9100,B,6,MORTGAGE,66000,35
1,10000,D,4,MORTGAGE,71028,36
0,15000,C,1,OWN,40000,21
0,10000,D,2,RENT,108000,26
0,6000,B,1,MORTGAGE,24000,26
1,5500,D,0,RENT,30000,31
0,3000,A,8,OWN,58000,34
0,7000,C,2,MORTGAGE,51600,22
0,6500,A,3,RENT,42500,31
1,16000,D,3,RENT,70000,20
0,3500,B,2,MORTGAGE,94896,33
1,14000,B,19,MORTGAGE,90000,26
0,1000,B,1,MORTGAGE,25000,34
1,4750,C,7,MORTGAGE,85000,32
0,4750,A,6,MORTGAGE,40000,22
1,8000,A,12,RENT,36996,22
1,7000,B,4,RENT,30000,29
0,3000,A,1,RENT,43500,24
0,6000,B,10,MORTGAGE,92000,31
0,12000,A,11,MORTGAGE,135000,24
0,4500,A,6,MORTGAGE,120000,33
0,4500,B,4,MORTGAGE,147884.76,27
1,4350,C,1,RENT,90000,35
1,7400,C,,RENT,49995,24
1,21500,A,0,RENT,82000,30
1,10000,B,19,OWN,186000,25
0,4000,C,12,RENT,65499,25
1,10000,C,,RENT,24000,21
1,20000,C,1,OTHER,55000,24
1,6000,B,4,MORTGAGE,126000,26
0,12000,E,3,RENT,50000,24
0,6400,A,3,MORTGAGE,36000,24
0,3000,C,19,RENT,78000,30
0,10000,E,0,RENT,30000,24
0,5000,A,24,RENT,108000,23
1,7125,B,2,MORTGAGE,60000,32
0,11750,A,9,MORTGAGE,49000,30
0,20000,A,6,OWN,85000,27
0,1950,B,6,RENT,90000,36
0,4800,C,29,MORTGAGE,75000,25
0,14000,C,4,RENT,32500,24
0,20000,B,31,MORTGAGE,210000,33
1,25475,B,0,RENT,60000,22
0,8000,B,5,RENT,65000,24
0,5000,A,0,RENT,28140,29
1,10000,C,2,RENT,45000,35
1,10000,C,6,MORTGAGE,60000,27
1,6000,B,10,RENT,30000,28
0,3600,A,9,MORTGAGE,59000,23
0,25000,D,2,RENT,52000,26
0,10000,A,3,RENT,30000,23
1,9250,B,1,RENT,40000,35
0,5000,A,7,MORTGAGE,60000,29
1,6125,A,25,RENT,120000,32
0,6000,D,5,MORTGAGE,50000,40
0,15000,C,14,OWN,60000,28
0,5375,B,2,RENT,15360,28
1,20000,C,6,MORTGAGE,184000,24
1,5000,B,17,MORTGAGE,78000,27
0,14000,B,2,RENT,54000,25
1,9600,A,10,RENT,55000,25
0,2400,D,1,RENT,21600,22
1,6500,D,4,RENT,42500,34
0,1500,C,7,MORTGAGE,30000,29
0,9350,A,5,MORTGAGE,48500,30
0,9500,A,2,RENT,36000,34
1,4000,A,5,RENT,41000,37
0,21000,A,9,MORTGAGE,85000,35
0,3900,A,,MORTGAGE,20112,36
1,15000,B,0,MORTGAGE,55000,27
0,4000,A,1,RENT,13200,24
1,5000,D,2,RENT,107028,35
1,8000,C,8,MORTGAGE,74400,27
0,3000,B,1,OWN,27600,31
0,3600,B,0,MORTGAGE,26400,34
1,12800,A,6,MORTGAGE,56000,25
0,7700,A,7,RENT,65000,56
1,5000,D,6,RENT,38000,32
0,5000,A,0,RENT,18000,23
1,3000,A,7,OWN,41235,35
0,3500,A,7,MORTGAGE,61440,35
0,10000,A,3,MORTGAGE,72000,26
0,8000,E,3,RENT,30000,24
1,10000,A,9,MORTGAGE,43700,23
1,10000,A,2,MORTGAGE,43200,60
1,15000,D,17,RENT,42000,27
1,4400,B,12,OWN,42000,23
0,8500,C,0,RENT,25000,25
0,5000,A,0,RENT,31404,22
