default,amount,grade,years,ownership,income,age
0,15000,A,13,RENT,51500,24
0,5000,A,3,OWN,50000,30
0,7500,B,7,MORTGAGE,62000,31
0,3200,A,3,MORTGAGE,76200,30
0,5000,A,2,RENT,36100,23
0,3600,D,29,MORTGAGE,126000,22
0,3600,A,0,RENT,30000,24
1,3000,C,NA,OWN,57600,27
0,4800,A,2,RENT,45840,24
0,14000,C,25,OWN,49000,31
0,16000,C,2,RENT,45000,41
0,4000,A,1,RENT,50000,24
0,4800,C,12,RENT,80000,69
0,7000,B,5,RENT,35000,26
1,3025,B,23,MORTGAGE,76793,27
0,6000,B,10,RENT,55000,23
1,13000,B,7,MORTGAGE,40000,23
0,24000,E,4,RENT,110000,29
0,23000,B,11,MORTGAGE,84000,23
0,6000,B,NA,MORTGAGE,36852,24
0,8000,A,18,MORTGAGE,60000,29
0,10000,A,5,RENT,55000,32
0,4200,A,13,MORTGAGE,96000,24
1,5000,C,3,RENT,48000,26
0,7875,B,9,RENT,47000,28
0,10000,B,0,RENT,42000,23
0,2000,C,1,RENT,22000,23
0,3000,B,8,RENT,72000,23
0,7000,C,17,RENT,65000,30
0,4000,B,29,RENT,36000,22
1,9000,C,3,RENT,45512,25
0,10000,A,2,RENT,60000,30
0,3325,D,9,RENT,55000,38
0,6000,D,9,RENT,107000,23
0,11525,C,4,RENT,41000,24
1,1800,A,15,RENT,36000,25
0,20000,C,0,MORTGAGE,52000,22
0,3000,F,0,RENT,29000,25
0,8000,B,0,MORTGAGE,48000,27
0,15000,B,10,MORTGAGE,50000,23
0,12000,B,12,MORTGAGE,61000,26
0,4500,A,24,MORTGAGE,90000,30
0,2200,B,21,RENT,39000,23
1,10500,B,2,RENT,35000,22
0,10000,A,13,MORTGAGE,115000,36
0,10000,D,NA,MORTGAGE,60000,25
0,15000,B,3,MORTGAGE,64548,29
1,5600,B,5,RENT,42000,33
1,6000,B,18,MORTGAGE,71000,21
0,3200,B,3,RENT,31000,23
0,30000,B,6,MORTGAGE,106921,23
0,10000,A,0,RENT,55000,25
0,10400,A,0,MORTGAGE,95000,22
0,7500,C,16,MORTGAGE,1.00E+05,25
0,5600,A,2,RENT,81600,25
0,17000,A,3,RENT,62000,25
1,5000,D,0,RENT,65000,25
0,2000,B,2,OWN,54000,22
0,7000,A,0,MORTGAGE,25500,22
0,16200,C,1,RENT,50000,28
1,6125,A,25,RENT,120000,32
0,10000,A,4,RENT,43200,27
0,13675,A,1,MORTGAGE,90000,23
0,15000,D,5,MORTGAGE,45000,28
0,2000,A,6,MORTGAGE,38423,22
0,5000,B,17,RENT,42000,34
0,12000,C,6,OWN,110000,38
0,5000,B,3,RENT,50176,28
0,5500,A,3,MORTGAGE,80000,23
0,8200,A,2,RENT,150000,22
1,7500,D,7,MORTGAGE,56000,23
0,6000,C,4,MORTGAGE,150000,27
0,14000,B,0,MORTGAGE,110000,21
0,1500,A,8,RENT,58000,22
0,17475,B,1,RENT,45000,27
0,1500,C,34,MORTGAGE,71000,22
0,7200,A,34,MORTGAGE,78500,23
0,8500,C,0,MORTGAGE,65000,23
0,9800,D,2,MORTGAGE,136000,23
1,15000,A,11,MORTGAGE,45600,30
0,6500,B,3,RENT,16800,27
0,3350,A,0,MORTGAGE,91992,39
0,10000,C,3,RENT,62000,24
0,6400,A,2,OWN,35000,25
0,6000,A,9,MORTGAGE,70000,31
0,6000,A,1,MORTGAGE,47000,23
0,5600,C,16,MORTGAGE,105000,24
1,6575,C,5,RENT,36000,27
1,7000,B,5,RENT,42614,22
0,12000,B,6,RENT,72000,22
0,5000,B,5,RENT,75000,22
0,15000,B,3,MORTGAGE,120000,30
0,5400,A,4,RENT,60000,23
0,3375,C,10,RENT,33000,21
1,6000,C,NA,RENT,27120,33
0,3200,A,6,MORTGAGE,48000,25
0,12225,A,4,MORTGAGE,154000,25
0,5000,B,18,MORTGAGE,98000,41
0,12000,A,0,MORTGAGE,95400,21
0,7550,B,11,MORTGAGE,175000,25
0,2000,B,12,MORTGAGE,70000,22
0,4500,B,5,RENT,72000,58
0,17600,B,13,MORTGAGE,1.00E+05,25
0,8800,A,9,MORTGAGE,43000,26
0,1500,B,0,MORTGAGE,15120,21
0,7000,B,4,RENT,89000,25
0,10000,D,21,RENT,90000,30
0,6250,D,3,RENT,27000,22
0,15000,C,3,RENT,85100,24
0,35000,C,27,MORTGAGE,215000,23
0,10000,A,1,MORTGAGE,30000,30
0,2500,A,6,MORTGAGE,81000,28
0,16000,C,3,RENT,40000,23
0,2500,C,19,MORTGAGE,56810,26
0,3000,A,14,MORTGAGE,33600,28
0,13800,B,23,RENT,80600,25
0,1800,A,12,RENT,35000,29
0,2500,A,1,RENT,48000,28
1,5900,A,3,MORTGAGE,78644,22
0,12000,B,19,RENT,58000,22
0,10000,A,0,RENT,40000,24
0,5000,B,11,RENT,50000,23
0,6000,A,17,OWN,125000,26
0,4000,A,0,MORTGAGE,60000,25
0,14000,A,2,OWN,35000,27
0,25000,D,4,MORTGAGE,67100,24
1,5000,C,6,RENT,41000,21
0,3250,B,4,MORTGAGE,39000,22
0,4000,B,11,MORTGAGE,55000,29
0,12000,B,3,MORTGAGE,145000,24
0,3600,B,2,RENT,30000,22
0,4000,C,7,MORTGAGE,49000,23
0,6200,A,9,RENT,20000,26
0,4000,B,22,MORTGAGE,60000,39
0,4000,C,6,RENT,35000,29
0,15000,A,4,MORTGAGE,78000,23
0,8400,D,0,RENT,52500,23
0,5000,A,NA,MORTGAGE,56000,25
0,11000,B,0,RENT,37440,23
0,16000,D,17,OWN,75000,27
0,5975,B,4,MORTGAGE,34800,26
0,10000,C,11,MORTGAGE,153000,33
0,4475,A,3,MORTGAGE,140000,24
0,3000,A,11,RENT,48000,29
0,10000,D,2,OWN,28800,22
0,8000,A,9,MORTGAGE,145000,25
0,3000,A,2,RENT,24000,31
0,2500,B,9,RENT,80000,38
0,3200,A,1,RENT,18000,21
0,2650,C,8,MORTGAGE,52000,22
0,14000,A,3,RENT,65000,22
0,12000,B,3,RENT,72000,33
0,35000,D,19,MORTGAGE,119000,22
1,7425,B,11,OWN,71884,56
0,2000,C,3,MORTGAGE,93000,25
0,19000,B,4,MORTGAGE,105000,23
0,15000,A,5,RENT,1.00E+05,26
0,10000,A,2,MORTGAGE,62000,22
0,7300,A,8,MORTGAGE,63000,23
0,3500,A,5,MORTGAGE,54000,34
0,2800,B,9,MORTGAGE,60000,22
0,9000,B,15,RENT,83000,23
0,28000,D,0,MORTGAGE,110000,26
0,30000,C,6,RENT,92004,23
1,5000,B,NA,MORTGAGE,50000,24
0,7200,A,2,MORTGAGE,69935,23
0,16000,B,3,RENT,113000,24
0,15650,F,4,RENT,44400,24
0,4000,B,4,RENT,75000,25
0,4750,B,0,RENT,60000,30
1,6000,C,9,MORTGAGE,50400,25
0,4375,A,5,RENT,50000,23
0,1400,B,4,RENT,18576,27
0,3000,A,NA,MORTGAGE,105000,29
0,10000,A,6,MORTGAGE,75000,36
0,6000,B,0,RENT,110000,24
0,3900,B,2,RENT,55000,28
0,6700,B,18,MORTGAGE,46000,34
0,8150,A,0,OWN,150750,42
0,1800,B,4,RENT,34000,21
0,18000,B,0,MORTGAGE,90000,39
0,6000,A,31,OWN,55316.04,26
0,5000,B,6,OWN,41000,29
0,9000,B,2,RENT,40000,22
0,8000,B,12,MORTGAGE,64000,24
1,13000,B,7,RENT,67000,27
0,7550,B,12,MORTGAGE,31200,23
0,9000,B,3,MORTGAGE,48000,29
0,35000,B,20,MORTGAGE,140000,25
1,8000,A,19,MORTGAGE,87000,23
0,9600,B,7,MORTGAGE,62000,30
0,7200,A,5,MORTGAGE,157000,31
0,10000,B,23,MORTGAGE,28000,22
0,14500,B,5,MORTGAGE,32500,22
0,7000,A,15,MORTGAGE,65000,23
0,20675,A,7,MORTGAGE,73000,34
0,32000,B,13,RENT,69996,34
0,6600,D,0,RENT,36000,31
0,1000,A,14,RENT,44000,37
0,25000,A,3,MORTGAGE,115000,28
0,11450,A,7,RENT,40000,29
0,4400,B,19,RENT,19200,22
0,4000,C,5,RENT,86095,27
1,5500,C,3,RENT,57000,26
0,3050,B,2,MORTGAGE,56160,23
0,1500,B,8,RENT,52000,21
0,16000,D,11,MORTGAGE,1.00E+05,30
0,5500,C,5,RENT,105000,28
0,8000,C,5,RENT,54000,28
0,7000,D,0,RENT,24000,24
0,4200,B,4,MORTGAGE,48000,24
0,2000,C,9,RENT,35000,26
0,2400,B,6,MORTGAGE,33280,32
0,35000,D,6,MORTGAGE,77000,22
1,10000,E,9,RENT,22000,32
1,15000,B,4,RENT,65000,25
0,8000,B,3,RENT,45000,31
0,24000,A,9,MORTGAGE,150000,24
0,7000,B,13,MORTGAGE,90000,24
0,10000,B,1,MORTGAGE,72000,27
0,11000,A,7,MORTGAGE,51300,25
0,6000,B,3,RENT,95000,24
0,16000,B,3,RENT,43000,25
0,6150,A,5,RENT,77385.19,24
0,23750,C,20,MORTGAGE,110000,26
0,9000,C,1,MORTGAGE,65100,23
0,14300,B,3,OWN,44390,23
0,10000,A,2,RENT,20000,22
0,4000,B,3,RENT,12360,37
0,5000,A,2,MORTGAGE,1.00E+05,31
0,17000,B,8,RENT,47000,23
0,13000,A,6,MORTGAGE,75000,26
0,3600,A,7,MORTGAGE,60000,46
0,15000,C,12,MORTGAGE,74628,31
0,2000,B,2,RENT,40000,24
0,7800,B,3,MORTGAGE,26000,23
0,12000,B,3,MORTGAGE,65000,26
0,5000,C,5,MORTGAGE,48000,23
0,11000,A,3,MORTGAGE,55000,27
0,4500,B,2,RENT,52000,39
0,14700,A,16,RENT,37000,27
1,9000,B,6,MORTGAGE,141000,54
0,6000,D,7,RENT,55200,26
0,14750,C,6,MORTGAGE,42000,22
0,4200,A,8,MORTGAGE,66000,31
0,11200,A,15,MORTGAGE,40000,28
0,6000,A,9,RENT,65000,31
0,4000,A,1,RENT,35000,29
0,35000,C,4,RENT,65500,23
0,8000,C,3,MORTGAGE,130000,25
0,6000,A,29,MORTGAGE,150000,32
0,8000,B,0,RENT,65000,22
0,5000,A,9,MORTGAGE,40000,29
0,15600,A,16,MORTGAGE,86000,28
0,18000,B,7,MORTGAGE,90722,28
0,35000,D,0,MORTGAGE,98000,39
0,2000,D,5,RENT,32000,23
0,6000,C,19,MORTGAGE,42000,22
0,10000,A,3,RENT,36000,24
0,15000,A,15,MORTGAGE,90000,34
0,14000,A,12,RENT,30000,22
0,13500,A,0,RENT,185000,26
0,24000,B,5,RENT,180000,36
0,2500,F,0,RENT,28800,34
0,5850,B,6,RENT,44000,48
0,18000,B,16,MORTGAGE,84000,24
1,2800,C,NA,OWN,17760,38
0,4000,A,26,RENT,24960,29
0,5000,D,25,MORTGAGE,120000,24
0,8800,B,6,RENT,108000,24
0,12000,A,3,MORTGAGE,85920,20
0,12000,A,18,RENT,57000,30
0,3500,C,3,MORTGAGE,75000,26
0,5400,C,2,RENT,18000,22
0,20000,B,8,MORTGAGE,89000,22
0,24000,B,5,MORTGAGE,76000,22
0,2000,C,6,RENT,67000,26
0,6500,C,2,MORTGAGE,68000,25
0,10975,A,8,MORTGAGE,125000,33
0,4000,A,0,MORTGAGE,67000,24
0,8000,A,3,MORTGAGE,65000,24
0,12000,D,7,MORTGAGE,54000,25
0,3000,E,19,RENT,44000,27
0,3000,B,NA,MORTGAGE,45600,23
0,5500,B,2,RENT,35000,32
0,21000,B,24,MORTGAGE,215662,28
0,2400,A,1,RENT,48000,23
0,2000,C,7,RENT,26000,25
0,8000,A,5,OWN,22000,28
0,3000,C,15,MORTGAGE,39000,25
0,8000,D,7,MORTGAGE,60500,24
0,20000,B,5,RENT,65000,30
0,7000,B,5,RENT,18000,29
1,3000,B,22,MORTGAGE,66000,34
0,7000,B,13,RENT,64000,28
0,6400,C,7,MORTGAGE,63000,28
0,7000,A,11,RENT,62000,25
0,14400,G,11,MORTGAGE,140000,28
0,5000,A,5,MORTGAGE,42000,22
0,5000,B,8,MORTGAGE,80000,42
1,8000,C,5,MORTGAGE,52000,31
0,10000,A,3,MORTGAGE,1.00E+05,24
0,2100,A,0,OWN,21600,36
1,15000,B,2,RENT,1.00E+05,24
0,4000,A,6,MORTGAGE,95000,30
0,4200,B,2,RENT,31500,31
0,3600,B,4,RENT,48000,33
0,8000,C,0,RENT,86400,34
0,2400,D,0,RENT,36069,27
0,4000,B,2,OWN,14400,22
0,8000,A,6,MORTGAGE,65000,22
0,6000,B,20,RENT,50000,29
0,11300,B,1,RENT,42000,29
0,3600,C,4,RENT,69000,30
0,35000,E,20,MORTGAGE,3.00E+05,37
0,6000,B,5,MORTGAGE,120000,23
0,5000,C,3,RENT,29000,29
0,35000,C,10,MORTGAGE,381450,41
1,4500,B,1,MORTGAGE,42000,26
0,5200,A,0,MORTGAGE,61250,39
0,7000,D,34,OWN,50400,23
0,25000,B,17,RENT,90000,25
0,16800,B,7,MORTGAGE,80000,30
0,2200,C,3,RENT,24000,23
0,2800,B,12,OWN,27560,22
0,1525,C,2,RENT,26989.22,26
0,10000,B,2,MORTGAGE,63000,21
0,2400,A,2,MORTGAGE,67900,26
0,7500,B,2,RENT,35000,25
0,5700,C,1,RENT,35000,22
0,3000,D,0,RENT,25000,27
0,4800,A,NA,RENT,89000,26
0,2200,A,1,RENT,35360,21
0,6000,B,11,RENT,55560,31
1,35000,C,11,MORTGAGE,120000,31
0,2500,B,12,MORTGAGE,50400,23
0,8000,A,5,MORTGAGE,54000,24
0,18000,A,13,RENT,86000,26
1,7000,B,19,MORTGAGE,69600,25
0,3000,B,18,MORTGAGE,1.00E+05,22
0,6400,B,2,RENT,36000,30
0,5000,A,6,MORTGAGE,144000,27
0,9000,B,12,MORTGAGE,40000,32
0,10400,B,22,OWN,38000,31
0,27500,B,2,OWN,85000,24
0,1800,C,5,RENT,145000,33
0,10000,A,6,RENT,50000,25
0,1000,B,NA,MORTGAGE,36000,31
0,5000,C,2,RENT,45000,25
0,6000,B,19,MORTGAGE,70000,22
0,3600,A,2,OWN,40000,28
0,18000,A,10,MORTGAGE,110000,33
0,16000,B,1,RENT,105000,27
0,11500,A,6,OWN,56000,31
0,6125,A,2,RENT,70000,29
0,7500,B,17,RENT,60000,22
0,4000,B,11,RENT,49000,27
0,3800,A,2,MORTGAGE,21600,21
0,4000,E,0,RENT,36000,36
0,7500,A,5,RENT,31000,31
0,8000,B,9,MORTGAGE,75000,29
0,12000,A,6,RENT,70000,26
0,6400,B,4,RENT,20000,21
0,13625,B,4,RENT,64900,26
0,15000,C,5,MORTGAGE,370000,25
0,10000,C,10,MORTGAGE,85000,22
0,14400,B,7,MORTGAGE,65000,26
1,9950,C,7,RENT,30784,33
0,18000,B,3,MORTGAGE,103992,28
0,5000,A,6,MORTGAGE,45000,26
0,8000,B,9,RENT,50000,24
0,10000,A,4,RENT,60000,24
0,10000,B,0,RENT,85248,27
0,5000,A,12,MORTGAGE,60000,22
0,20000,B,1,RENT,350000,28
0,3200,A,1,RENT,55000,26
0,1900,C,7,RENT,19392,26
0,20000,B,0,MORTGAGE,57000,23
0,12000,B,4,RENT,120000,35
0,7000,B,15,RENT,45000,25
0,2000,B,2,RENT,19200,23
0,7000,B,0,MORTGAGE,75000,24
0,5600,D,8,RENT,75000,30
0,12000,A,15,OWN,51000,27
0,12375,B,17,MORTGAGE,56000,25
0,6000,B,8,RENT,98000,26
0,5000,B,5,RENT,71000,22
0,11200,B,2,RENT,87500,29
0,4800,B,8,RENT,50000,34
0,3600,A,9,RENT,32000,24
0,3050,A,2,RENT,36000,32
0,7000,A,2,RENT,99100,26
0,8000,B,18,MORTGAGE,82000,31
0,5000,B,4,RENT,47000,23
0,7000,A,5,MORTGAGE,74400,50
0,5000,B,1,MORTGAGE,51600,23
0,4100,C,0,RENT,20000,23
0,9600,B,2,MORTGAGE,24000,28
0,10000,B,4,MORTGAGE,41004,41
0,15000,A,5,MORTGAGE,70000,27
0,4800,A,8,RENT,24000,22
0,6000,B,24,MORTGAGE,141000,43
0,17950,A,2,RENT,130000,26
0,12000,B,2,RENT,39600,25
0,7000,A,1,RENT,150000,52
0,3500,A,7,RENT,35000,24
0,6700,B,3,RENT,25700,33
0,8000,B,3,RENT,130000,23
0,14400,B,NA,RENT,84000,32
0,3000,B,3,RENT,18000,22
1,2000,E,21,MORTGAGE,72000,39
0,1800,B,5,RENT,33195.2,23
0,12000,B,4,RENT,120000,34
0,12000,C,0,RENT,24000,22
0,6000,D,NA,RENT,25200,32
0,2000,C,2,MORTGAGE,124000,36
1,10000,A,1,MORTGAGE,57000,27
0,3000,A,23,RENT,45000,24
0,3000,A,1,RENT,68000,30
0,8500,A,4,RENT,44000,22
0,10000,A,6,RENT,80000,22
0,8000,D,8,MORTGAGE,88000,30
0,10000,A,0,RENT,33000,37
1,7500,B,12,RENT,36000,26
0,6000,A,0,MORTGAGE,28800,23
0,6000,B,14,MORTGAGE,105000,24
0,9600,A,8,MORTGAGE,50000,24
0,10300,B,3,RENT,45000,21
0,3000,A,4,MORTGAGE,66000,29
0,5975,C,5,MORTGAGE,26400,25
0,6700,C,5,RENT,85000,23
0,10000,C,5,RENT,67000,44
0,7500,C,3,MORTGAGE,90000,34
0,10000,C,1,MORTGAGE,1.00E+05,29
0,8000,B,3,RENT,41200,29
0,5500,B,0,MORTGAGE,50000.04,24
1,12000,A,2,RENT,36000,28
0,9000,A,5,MORTGAGE,96000,33
0,6000,A,5,RENT,46000,30
0,7500,A,1,MORTGAGE,60000,51
0,15000,B,5,RENT,42000,29
1,6000,B,2,RENT,43000,35
0,5000,D,3,OWN,60000,31
0,9600,B,0,MORTGAGE,78000,29
0,6000,A,7,MORTGAGE,25800,30
0,2500,C,5,MORTGAGE,75000,31
0,10000,C,4,RENT,140000,47
0,10000,A,2,MORTGAGE,60000,22
0,4500,A,8,MORTGAGE,48000,29
0,15000,C,0,RENT,80000,28
0,4000,A,5,MORTGAGE,60000,30
0,6000,A,6,RENT,55000,22
0,3250,A,4,RENT,125000,43
0,10000,A,23,RENT,59600,24
0,8000,B,2,MORTGAGE,38000,22
0,3500,B,6,RENT,53000,28
0,1000,B,3,RENT,26400,33
0,8550,B,3,RENT,42000,22
0,3600,A,8,MORTGAGE,44000,32
1,5000,C,NA,RENT,30000,23
0,2200,D,2,RENT,16200,21
0,15000,B,2,RENT,35000,34
1,2800,A,NA,MORTGAGE,15204,23
0,8000,A,18,RENT,70000,29
0,13800,A,2,RENT,79000,24
0,10000,B,12,RENT,50000,22
0,7000,A,22,MORTGAGE,30000,32
0,6400,D,0,RENT,38000,34
0,4800,C,5,RENT,105000,24
0,20000,A,3,RENT,80000,27
1,6000,A,6,RENT,48000,22
0,3400,B,7,MORTGAGE,60000,27
0,3600,B,NA,RENT,24000,21
0,7950,B,13,RENT,50700,21
0,3500,C,1,MORTGAGE,60000,40
0,11650,B,15,RENT,40000,23
1,3625,B,2,RENT,58000,23
0,1825,D,2,RENT,14400,21
0,4000,A,2,RENT,23400,27
0,6000,C,1,RENT,50000,25
0,10875,A,7,OWN,51500,50
0,6000,D,2,RENT,30000,24
0,3600,C,2,RENT,68480,37
0,6000,A,11,MORTGAGE,114000,40
0,4000,C,4,RENT,38400,22
1,6000,B,0,RENT,19200,24
0,6500,A,0,RENT,30000,33
0,7000,A,7,RENT,52249.92,31
0,2650,A,4,OWN,17795,27
0,1000,B,4,RENT,48000,33
0,1000,A,3,RENT,21000,28
0,4000,B,0,RENT,45200,30
0,5000,A,5,MORTGAGE,35256,36
0,3000,B,9,MORTGAGE,54000,32
0,35000,D,3,MORTGAGE,177632,44
0,12000,B,4,RENT,75000,22
0,20000,C,6,MORTGAGE,93000,30
0,4800,B,3,RENT,160800,29
0,7200,C,4,RENT,62000,28
1,4800,A,6,MORTGAGE,24600,32
0,21000,B,0,RENT,92000,37
0,11200,A,3,MORTGAGE,102000,25
0,5975,A,8,MORTGAGE,36000,22
0,5600,B,7,RENT,48000,24
0,4800,B,5,RENT,60000,46
0,10000,C,4,RENT,42000,30
0,1800,D,3,RENT,15000,33
0,12000,A,7,RENT,91392,23
0,5400,A,4,MORTGAGE,65000,23
1,2500,C,NA,RENT,19464,24
0,5000,A,4,RENT,44000,26
0,6000,E,0,RENT,36000,22
0,6000,A,18,MORTGAGE,60000,22
0,12000,A,2,MORTGAGE,159996,23
0,14000,A,2,MORTGAGE,320000,33
0,5000,B,4,OWN,50000,22
0,4000,A,10,MORTGAGE,48000,26
0,10625,B,4,RENT,117000,40
0,11750,A,9,MORTGAGE,49000,30
0,5000,A,0,RENT,25200,32
0,35000,C,1,RENT,1.00E+05,27
0,4000,A,4,OWN,70000,25
1,2800,A,11,RENT,54000,21
0,3000,A,2,RENT,24000,33
0,5000,A,7,RENT,56000,26
0,5600,A,6,RENT,38000,24
0,5000,D,0,RENT,15000,22
0,10000,A,6,MORTGAGE,60000,23
0,3000,C,4,RENT,75000,24
0,6400,B,2,RENT,46000,26
0,5000,B,11,MORTGAGE,99600,22
0,12000,A,0,RENT,42000,37
0,6400,E,6,RENT,50000,23
0,12000,A,16,MORTGAGE,56700,23
0,6500,A,NA,OWN,36000,24
0,10000,A,0,MORTGAGE,93000,32
1,12000,A,5,MORTGAGE,39996,28
0,3200,A,15,MORTGAGE,55530,21
1,10000,B,1,RENT,35000,36
0,19600,D,0,RENT,110000,32
0,12000,C,1,RENT,60000,30
0,5250,C,2,MORTGAGE,56000,24
0,4000,B,2,RENT,58000,27
0,3000,A,2,MORTGAGE,88668,25
0,4400,D,NA,RENT,59976,37
0,16000,A,4,MORTGAGE,97000,23
0,5500,C,19,MORTGAGE,75000,41
1,11200,A,4,MORTGAGE,50400,23
0,5200,A,10,MORTGAGE,63599,36
0,15000,B,11,MORTGAGE,56700,28
0,9800,A,2,RENT,107000,26
0,3600,A,3,RENT,18700,22
0,14000,A,5,RENT,45000,31
0,13500,A,18,OWN,129600,23
0,3000,C,5,RENT,60000,26
0,6000,C,11,MORTGAGE,43200,26
0,8000,A,1,RENT,55000,23
0,7000,A,5,MORTGAGE,155000,31
0,7200,B,0,RENT,60000,26
0,10000,D,6,OWN,98000,23
0,20000,B,1,RENT,75000,27
0,12000,B,3,RENT,67000,28
0,4500,A,6,RENT,82560,25
0,3100,E,7,MORTGAGE,96000,37
0,24000,C,4,OWN,190000,24
0,8400,A,3,MORTGAGE,72000,22
0,12000,A,6,RENT,48672,23
0,5000,D,1,RENT,38000.04,29
0,12000,A,8,MORTGAGE,92000,29
1,35000,B,10,MORTGAGE,487000,39
0,13500,B,7,MORTGAGE,55000,22
0,15000,A,7,MORTGAGE,43200,32
0,8500,B,9,MORTGAGE,70000,29
0,5600,B,4,MORTGAGE,95000,30
0,14400,B,3,RENT,72000,23
0,7000,E,7,RENT,43000,23
0,6000,D,0,RENT,21600,27
0,7100,A,3,RENT,31000,36
0,4500,A,31,MORTGAGE,99000,29
0,5000,C,4,MORTGAGE,39996,24
1,2400,D,1,RENT,30000,21
0,7200,A,19,MORTGAGE,36000,23
1,5000,C,1,RENT,43200,39
0,15000,C,1,MORTGAGE,130000,23
0,4000,D,10,RENT,34000,27
0,15000,A,11,MORTGAGE,160000,23
0,1500,B,0,RENT,44400,23
0,4200,B,12,RENT,29000,26
1,9750,D,3,RENT,20800,31
0,5000,A,6,RENT,81000,24
0,7000,A,2,RENT,97000,26
0,10000,C,7,MORTGAGE,45600,23
0,2500,C,6,RENT,52000,26
0,11000,B,2,RENT,90000,24
0,6000,B,14,MORTGAGE,99780,29
0,4000,C,6,RENT,61260,37
0,4000,C,5,RENT,45000,21
0,4000,D,16,MORTGAGE,40000,36
1,8000,B,1,RENT,42000,24
0,5000,A,7,MORTGAGE,26000,23
0,15000,D,4,MORTGAGE,45000,29
0,6000,A,2,RENT,53819,22
0,15000,B,19,MORTGAGE,130000,25
1,9725,B,8,OWN,50000,29
0,2000,C,2,OWN,42000,36
0,7125,B,6,RENT,24000,22
0,5400,A,5,MORTGAGE,40000,22
0,13225,C,0,MORTGAGE,123000,27
0,2000,D,4,RENT,24000,25
0,12000,A,3,RENT,52000,30
0,4000,A,8,MORTGAGE,45000,25
0,8000,B,0,RENT,22000,29
0,8000,A,3,MORTGAGE,46000,36
0,1200,B,2,MORTGAGE,30000,23
0,14400,A,4,RENT,59000,23
0,10000,B,3,OWN,96000,31
0,7000,A,22,RENT,62000,33
0,5000,C,1,RENT,36000,23
0,2000,A,1,MORTGAGE,54000,48
0,13650,B,25,MORTGAGE,50000,29
0,5000,C,4,RENT,33600,21
0,28000,A,12,MORTGAGE,132132,24
0,5000,D,1,RENT,56000,24
0,12000,C,3,RENT,55000,33
1,6000,C,31,RENT,72000,26
0,4000,A,3,MORTGAGE,36000,21
0,9000,A,11,MORTGAGE,71000,44
0,10000,A,12,MORTGAGE,65000,23
1,7125,B,2,MORTGAGE,60000,32
0,1925,B,2,MORTGAGE,54996,23
0,13000,A,6,MORTGAGE,79000,27
0,7200,B,5,RENT,68000,34
0,12000,C,18,MORTGAGE,80000,24
0,11000,A,0,MORTGAGE,1.00E+05,23
0,7500,C,NA,RENT,38400,33
0,3000,A,10,MORTGAGE,93000,31
1,9000,D,1,RENT,38400,28
0,2975,A,3,MORTGAGE,30000,35
1,2050,C,23,MORTGAGE,33000,24
0,15000,B,5,RENT,60000,22
1,3200,C,NA,RENT,39000,25
0,3000,B,3,RENT,41000,25
1,1300,C,56,RENT,70000,24
0,9150,C,1,RENT,120000,33
0,15000,A,7,MORTGAGE,175000,27
1,3000,B,0,RENT,19200,23
0,10000,D,15,MORTGAGE,162500,26
1,11500,B,3,MORTGAGE,55000,32
0,12000,A,4,MORTGAGE,31000,32
0,5000,A,5,MORTGAGE,109000,25
0,8000,A,3,RENT,36000,31
0,6000,A,2,MORTGAGE,40000,36
1,17600,C,13,MORTGAGE,1.00E+05,32
0,5300,A,3,MORTGAGE,36000,25
0,7000,A,3,RENT,65000,28
0,18000,A,11,OWN,51000,27
0,7450,D,9,RENT,80000,27
1,21000,B,38,MORTGAGE,175000,27
0,3000,A,NA,MORTGAGE,16908,36
0,6200,A,4,RENT,72000,22
0,9000,A,19,MORTGAGE,38000,25
0,4800,A,1,MORTGAGE,60000,22
0,1200,A,15,OWN,20000,23
0,1000,B,3,RENT,33388,21
0,3500,B,5,MORTGAGE,50000,24
0,3600,B,0,RENT,40000,24
0,6000,A,NA,RENT,24000,30
0,14000,A,5,RENT,41000,22
0,4800,A,6,RENT,15000,21
0,5000,C,2,RENT,28000,40
0,4200,A,5,OWN,24000,24
0,10000,A,4,MORTGAGE,37000,28
0,9000,A,4,MORTGAGE,54216,27
0,5000,D,6,MORTGAGE,59000,24
0,13600,D,4,MORTGAGE,65000,23
0,8800,B,2,RENT,145000,32
0,5000,A,6,MORTGAGE,36600,27
0,4600,B,2,RENT,73000,24
1,25000,D,12,OWN,84000,28
0,3800,A,17,OWN,20000,30
0,2000,C,11,MORTGAGE,60000,23
0,2400,B,0,RENT,48000,23
1,1300,A,16,RENT,50000,26
0,10000,B,15,OWN,1.00E+05,26
1,9600,A,6,RENT,43200,25
0,6000,B,2,MORTGAGE,30000,22
0,15000,B,6,RENT,36000,25
0,11000,D,2,RENT,58000,29
0,1000,A,0,OWN,41000,22
0,2000,C,0,RENT,35000,22
0,10000,C,17,MORTGAGE,170000,31
0,7000,A,11,MORTGAGE,65000,29
0,3200,B,0,RENT,65004,24
0,3200,C,1,OWN,25200,24
0,6000,B,4,RENT,87500,31
0,11200,A,11,MORTGAGE,122000,30
0,3000,D,5,RENT,78000,23
0,21200,B,5,MORTGAGE,65000,34
0,15000,D,2,MORTGAGE,1.00E+05,25
0,14000,A,7,MORTGAGE,40000,22
0,4000,A,3,RENT,35600,28
0,9600,C,14,RENT,58000,26
0,2500,A,1,MORTGAGE,84996,31
